,apply,species,genus
2401,"['LEIXX_Q6AFI5' 'MICLC_C5CAD6' 'RARFA_A0A542ZV69' 'OLSUV_E1QYR1'
 'CLAMS_B0REA6' 'CELCE_A0A1X7EDC5' 'RENSM_A9WUM9' 'LENAE_A0A0F0GZS3'
 'ARTS2_A0JRA4' 'CELFA_F4H6I8' 'CORDI_Q6NEE0' 'PAEAT_A1R184'
 'PSEPM_F0M7Y7' 'PROFC_D7GCR5' 'MYCXE_X8ASL6' 'AMYMS_G0G462'
 'KRIFD_D2PZT9' 'RHOHA_E9T3Y9' 'SACSN_A0A2N3YA73' 'NOCSJ_A1SLY2'
 'PSEAH_A0A1Y2MLT7' 'SACVD_C7MWZ8' 'FRAIE_E3J2C4' 'GEOOG_D2SH30'
 'ACTM4_I0HCV6' 'MYCS2_A0QU92' 'MICS3_C4RC50' 'STRHJ_H2JWJ2'
 'ACIA4_K7RZI3' 'CUTAK_Q6A6E7' 'STRRD_D2B9Y6' 'NOCAA_J7LGC1'
 'STRHI_A0A1M5GGP4' 'KIBAR_A0A1Y5XYE0' 'MOBCV_D6ZIF3' 'KITAU_A0A1E7MZD8'
 'SACES_K0K2T4' 'STRJI_A0A1H7X9V9' 'ISOV2_F6FRU1' 'ARCHD_D7BMZ8'
 'MICPN_F5XQ38' 'CORGP_F2N7D3' 'MICTS_E8NAC6' 'KINRD_A6W445'
 'ACTMD_C6WHH1' 'CATAD_C7Q5T1' 'RUBXD_Q1AX45' 'BRAFD_C7MFA1'
 'JONDD_C7R307' 'ACIFD_C7LYL5' 'SANKS_D1BJA9' 'HOYSD_F6EM32'
 'EGGLE_C8WGF7' 'BEUC1_C5BWZ3']","['LEIXX', 'MICLC', 'RARFA', 'OLSUV', 'CLAMS', 'CELCE', 'RENSM', 'LENAE', 'ARTS2', 'CELFA', 'CORDI', 'PAEAT', 'PSEPM', 'PROFC', 'MYCXE', 'AMYMS', 'KRIFD', 'RHOHA', 'SACSN', 'NOCSJ', 'PSEAH', 'SACVD', 'FRAIE', 'GEOOG', 'ACTM4', 'MYCS2', 'MICS3', 'STRHJ', 'ACIA4', 'CUTAK', 'STRRD', 'NOCAA', 'STRHI', 'KIBAR', 'MOBCV', 'KITAU', 'SACES', 'STRJI', 'ISOV2', 'ARCHD', 'MICPN', 'CORGP', 'MICTS', 'KINRD', 'ACTMD', 'CATAD', 'RUBXD', 'BRAFD', 'JONDD', 'ACIFD', 'SANKS', 'HOYSD', 'EGGLE', 'BEUC1']","['110932', '1269', '13242', '133925', '1573', '157920', '1645', '165301', '1663', '1707', '1716', '1742992', '1742993', '1743', '1763', '1813', '182639', '1827', '1835', '1839', '1847', '1851', '1854', '1860', '1865', '1866885', '1873', '1883', '1912215', '1912216', '2000', '2013', '2016', '2029', '2050', '2063', '2071', '228398', '254250', '28263', '29404', '33870', '33882', '33981', '40566', '414878', '42255', '43668', '43673', '53634', '60919', '697025', '84111', '84756']"
2402,"['RARFA_A0A542ZTS0' 'CLAMS_B0RAP5' 'RENSM_A9WNS3' 'LENAE_A0A0F0H9L5'
 'ARTS2_A0JY12' 'BIFLO_Q8G518' 'CELFA_F4H2T0' 'PSEPM_F0M5V6'
 'MYCKA_X7XUM0' 'RHOJR_Q0SE73' 'PSEAH_A0A1Y2MNM9' 'ACTTI_A0A561WMV3'
 'MYCCU_A0A0J6VW40' 'STRC3_S5ULZ0' 'CONWI_D3FE17' 'STRRD_D2B6U8'
 'NOCDD_D7B6D7' 'STRHI_A0A1M5A9W0' 'THECD_D1AAE5' 'GORB4_D0L2Z4'
 'KITSK_E4MZP2' 'SEGRD_D6ZDN4' 'CORGP_F2N8D7' 'CATAD_C7PVF8'
 'HOYSD_F6EKR0' 'EGGLE_C8WJ95']","['RARFA', 'CLAMS', 'RENSM', 'LENAE', 'ARTS2', 'BIFLO', 'CELFA', 'PSEPM', 'MYCKA', 'RHOJR', 'PSEAH', 'ACTTI', 'MYCCU', 'STRC3', 'CONWI', 'STRRD', 'NOCDD', 'STRHI', 'THECD', 'GORB4', 'KITSK', 'SEGRD', 'CORGP', 'CATAD', 'HOYSD', 'EGGLE']","['13242', '1573', '1645', '165301', '1663', '1678', '1707', '1742993', '1763', '1827', '1847', '1865', '1866885', '1883', '191494', '2000', '2013', '2016', '2019', '2053', '2063', '286801', '33870', '414878', '697025', '84111']"
2403,"['OLSUV_E1QW42' 'BIFAA_A1A2M7' 'SALTO_A4X3M3' 'CORDI_Q6NKI1'
 'PROFC_D7GII0' 'MYCTU_CAS2' 'SACEN_A4FJX9' 'FRASN_A8L916'
 'MYCAG_A0A2A7MQ09' 'MICOL_A0A562HU79' 'STRCL_B5GV89' 'THEAL_A0A1H6FRR3'
 'SCAIO_W5IIK5' 'THECD_D1A6P9' 'GORPV_H6N100' 'SACES_K0JQ02'
 'ACIC1_A0LWB1' 'MICPN_F5XNP0' 'ROTMD_D2NTT0' 'CORGP_F2N987'
 'RUBXD_Q1AZE5' 'NAKMY_C8XDI4' 'SLAHD_C7N0Z2' 'EGGLE_C8WIJ7']","['OLSUV', 'BIFAA', 'SALTO', 'CORDI', 'PROFC', 'MYCTU', 'SACEN', 'FRASN', 'MYCAG', 'MICOL', 'STRCL', 'THEAL', 'SCAIO', 'THECD', 'GORPV', 'SACES', 'ACIC1', 'MICPN', 'ROTMD', 'CORGP', 'RUBXD', 'NAKMY', 'SLAHD', 'EGGLE']","['133925', '1678', '168694', '1716', '1743', '1763', '1835', '1854', '1866885', '1873', '1883', '192992', '196081', '2019', '2053', '2071', '28048', '29404', '32207', '33870', '42255', '53460', '84108', '84111']"
2404,"['LEIXX_Q6AES7' 'RARFA_A0A542ZAS2' 'THEBD_D6Y2B4' 'CLAMS_B0RBR1'
 'CELCE_A0A1X7DTV7' 'ARTGO_H0QIZ0' 'CELFN_D5UF05' 'CORRG_F8DYA5'
 'MYCMM_B2HLN8' 'AMYME_A0A076MTX1' 'NOCAS_U5E8N4' 'KRIFD_D2Q4Y6'
 'RHOHA_E9SX51' 'SACEN_A4FCJ3' 'PSETH_A0A1M7B7F3' 'SACVD_C7MVT5'
 'FRAAA_Q0RD81' 'MYCHD_K5BKE7' 'STRSW_C9Z3J2' 'STRRD_D2AWQ1'
 'KIBAR_A0A1Y5X398' 'GORPV_H6MWQ3' 'TSUPD_D5UPR1' 'KITGR_A0A0D0P4A8'
 'SACES_K0JPD2' 'ISOV2_F6FQ98' 'STANL_D3PUQ2' 'MICTS_E8N791'
 'CATAD_C7Q8Q8' 'RUBXD_Q1AS96' 'NAKMY_C8XD26' 'SANKS_D1BJI2'
 'ILUCY_A0A6C7EAC3' 'HOYSD_F6EI97' 'BEUC1_C5BVR6']","['LEIXX', 'RARFA', 'THEBD', 'CLAMS', 'CELCE', 'ARTGO', 'CELFN', 'CORRG', 'MYCMM', 'AMYME', 'NOCAS', 'KRIFD', 'RHOHA', 'SACEN', 'PSETH', 'SACVD', 'FRAAA', 'MYCHD', 'STRSW', 'STRRD', 'KIBAR', 'GORPV', 'TSUPD', 'KITGR', 'SACES', 'ISOV2', 'STANL', 'MICTS', 'CATAD', 'RUBXD', 'NAKMY', 'SANKS', 'ILUCY', 'HOYSD', 'BEUC1']","['110932', '13242', '147067', '1573', '157920', '1663', '1707', '1716', '1763', '1813', '1817', '182639', '1827', '1835', '1847', '1851', '1854', '1866885', '1883', '2000', '2029', '2053', '2060', '2063', '2071', '254250', '283810', '33882', '414878', '42255', '53460', '60919', '682522', '697025', '84756']"
2405,"['MYCSD_F5Z2J9' 'LEIAQ_U2RAK4' 'RARFA_A0A542ZA41' 'RENSM_A9WTZ0'
 'LENAE_A0A0F0GGN6' 'CELFN_D5UDZ8' 'CORK4_C4LJP2' 'GLUAR_E1W084'
 'MYCXE_X8BKM2' 'AMYME_A0A076MUE8' 'NOCFA_Q5YQP2' 'FRASN_A8L2F5'
 'XYLCX_D1BTA3' 'ACTUT_A0A0A6UF10' 'MYCT3_G7CBJ1' 'MICOL_A0A562IDN3'
 'STRJU_A0A646KFB8' 'ACIA4_K7SP84' 'CUTAC_W4UFW1' 'NOCAA_J7LDP7'
 'THECD_D1AEG2' 'NOCSI_A0A0A1DJU0' 'TSUPD_D5UMD3' 'KITGR_A0A0D0PRY3'
 'MICTS_E8NAM6' 'KINRD_A6WB39' 'RUBXD_Q1B043' 'ACIFD_C7M1U5'
 'HOYSD_F6EJ36' 'THEFY_Q47LH1']","['MYCSD', 'LEIAQ', 'RARFA', 'RENSM', 'LENAE', 'CELFN', 'CORK4', 'GLUAR', 'MYCXE', 'AMYME', 'NOCFA', 'FRASN', 'XYLCX', 'ACTUT', 'MYCT3', 'MICOL', 'STRJU', 'ACIA4', 'CUTAC', 'NOCAA', 'THECD', 'NOCSI', 'TSUPD', 'KITGR', 'MICTS', 'KINRD', 'RUBXD', 'ACIFD', 'HOYSD', 'THEFY']","['1073531', '110932', '13242', '1645', '165301', '1707', '1716', '1742989', '1763', '1813', '1817', '1854', '186188', '1865', '1866885', '1873', '1883', '1912215', '1912216', '2013', '2019', '2044', '2060', '2063', '33882', '33981', '42255', '53634', '697025', '83677']"
2406,"['CORRG_F8E1J5' 'AMYME_A0A076MRM6' 'KRIFD_D2Q454' 'PSEAH_A0A1Y2N1G6'
 'FRASN_A8LAW6' 'ACTM4_I0H6E9' 'STRMB_M3BJ79' 'PARDN_E6JYY9'
 'STRHI_A0A1M5KGM2' 'SACSY_A0A5Q0HB35' 'STRJI_A0A1H7MBU6' 'MICPN_F5XPF5'
 'BLASD_H6RTM1' 'INTC7_E6SDF8' 'HOYSD_F6EMF9']","['CORRG', 'AMYME', 'KRIFD', 'PSEAH', 'FRASN', 'ACTM4', 'STRMB', 'PARDN', 'STRHI', 'SACSY', 'STRJI', 'MICPN', 'BLASD', 'INTC7', 'HOYSD']","['1716', '1813', '182639', '1847', '1854', '1865', '1883', '196082', '2016', '2071', '228398', '29404', '38501', '53357', '697025']"
2407,"['SALTO_CBID' 'PROFC_D7GCP2' 'AMYME_A0A076N6D8' 'SACSN_A0A2N3Y9D3'
 'PSETH_A0A1M6PJZ2' 'FRASN_A8L440' 'GEOOG_D2S746' 'MICOL_A0A562IG74'
 'STRKA_A0A4Q9HIT3' 'THEAL_A0A1H6FRR7' 'STRRD_D2AR08' 'STRHI_A0A1M5EQJ9'
 'THECD_D1A9W2' 'KITAU_A0A1E7ND32' 'SACSY_A0A5Q0GWK2' 'STRJI_A0A1H7LAE3'
 'BLASD_H6RWY6' 'RUBXD_CBID' 'ACIFD_C7LYE6']","['SALTO', 'PROFC', 'AMYME', 'SACSN', 'PSETH', 'FRASN', 'GEOOG', 'MICOL', 'STRKA', 'THEAL', 'STRRD', 'STRHI', 'THECD', 'KITAU', 'SACSY', 'STRJI', 'BLASD', 'RUBXD', 'ACIFD']","['168694', '1743', '1813', '1835', '1847', '1854', '1860', '1873', '1883', '192992', '2000', '2016', '2019', '2063', '2071', '228398', '38501', '42255', '53634']"
2408,"['THEBD_D6Y1M5' 'SALTO_A4XAU1' 'COREF_Q8FTC0' 'PROFC_D7GCN4'
 'MYCLE_Q9CBM8' 'NOCCG_H6R5T1' 'RHOOP_W8H8A0' 'SACEN_A4FLA1'
 'SACVD_C7MUS7' 'ACTTI_A0A561WNU0' 'MYCFA_A0A1X1R7H4' 'MICS3_C4RQ48'
 'STREK_G2NPI5' 'CUTAK_Q6AA64' 'THECD_D1A412' 'GORB4_D0LDP0'
 'TSUPD_D5UPG2' 'KITSK_E4NH37' 'ACIC1_A0LSN6' 'STANL_D3Q095'
 'MICPN_F5XKD6' 'ACTMD_C6WKG7' 'CATAD_C7Q797' 'RUBXD_Q1AT28'
 'INTC7_E6S6C7' 'ACIFD_C7M146' 'ILUCY_A0A6C7E5G6' 'HOYSD_F6ENB2'
 'THEFY_Q47L76']","['THEBD', 'SALTO', 'COREF', 'PROFC', 'MYCLE', 'NOCCG', 'RHOOP', 'SACEN', 'SACVD', 'ACTTI', 'MYCFA', 'MICS3', 'STREK', 'CUTAK', 'THECD', 'GORB4', 'TSUPD', 'KITSK', 'ACIC1', 'STANL', 'MICPN', 'ACTMD', 'CATAD', 'RUBXD', 'INTC7', 'ACIFD', 'ILUCY', 'HOYSD', 'THEFY']","['147067', '168694', '1716', '1743', '1763', '1817', '1827', '1835', '1851', '1865', '1866885', '1873', '1883', '1912216', '2019', '2053', '2060', '2063', '28048', '283810', '29404', '40566', '414878', '42255', '53357', '53634', '682522', '697025', '83677']"
2409,"['THEBD_D6Y5H6' 'CLAMS_B0RHT9' 'CELCE_A0A1X7E1X4' 'LENAE_A0A0F0GDS1'
 'CELFN_D5UIM7' 'KRIFD_D2Q4V4' 'SACEN_A4FL84' 'MICEC_A0A1C4XM45'
 'STRA7_A0A0K2APT5' 'SCAIO_W5IJM0' 'NOCAA_J7KZW8' 'KIBAR_A0A1W2FU96'
 'TSUPD_D5UVL8' 'KITAU_A0A1E7N6D3' 'SACES_K0JS14' 'MICTS_E8NA32'
 'CATAD_C7QHN7' 'BRAFD_C7M9V9' 'JONDD_C7R4Y5' 'NAKMY_C8XJQ5'
 'SANKS_D1BH49' 'THEFY_Q47MW2']","['THEBD', 'CLAMS', 'CELCE', 'LENAE', 'CELFN', 'KRIFD', 'SACEN', 'MICEC', 'STRA7', 'SCAIO', 'NOCAA', 'KIBAR', 'TSUPD', 'KITAU', 'SACES', 'MICTS', 'CATAD', 'BRAFD', 'JONDD', 'NAKMY', 'SANKS', 'THEFY']","['147067', '1573', '157920', '165301', '1707', '182639', '1835', '1873', '1883', '196081', '2013', '2029', '2060', '2063', '2071', '33882', '414878', '43668', '43673', '53460', '60919', '83677']"
2410,"['MYCSD_F5YTQ3' 'LEIXX_Q6AEI2' 'LENAE_A0A0F0HBM3' 'CELGA_F8A637'
 'COREF_Q8FQ78' 'PSEPM_F0MCL5' 'PROFC_D7GGB9' 'MYCSK_A1UQJ2'
 'NOCAS_U5E5Z1' 'RHOOP_A0A3G9M9D7' 'SACEN_A4FNU9' 'NOCSJ_A1SKR3'
 'FRACC_Q2JBT5' 'ACTS5_G8SGD8' 'MYCCI_A0A448HW25' 'MICEC_A0A1C4WNC8'
 'STRDJ_K4RGS7' 'CUTAK_Q6A822' 'PARDN_E6K214' 'THECD_D1A7S6'
 'NOCSI_A0A0A1DVH0' 'TSUPD_D5UYW9' 'SACSY_A0A5Q0HAL5' 'STRJI_A0A1H7G8I0'
 'ACIC1_A0LRQ2' 'KINRD_A6WBF9' 'INTC7_E6SG40' 'NAKMY_C8XI73'
 'KOCRD_B2GLG9' 'SANKS_D1BAE8' 'HOYSD_F6ESN4' 'BEUC1_C5BW28']","['MYCSD', 'LEIXX', 'LENAE', 'CELGA', 'COREF', 'PSEPM', 'PROFC', 'MYCSK', 'NOCAS', 'RHOOP', 'SACEN', 'NOCSJ', 'FRACC', 'ACTS5', 'MYCCI', 'MICEC', 'STRDJ', 'CUTAK', 'PARDN', 'THECD', 'NOCSI', 'TSUPD', 'SACSY', 'STRJI', 'ACIC1', 'KINRD', 'INTC7', 'NAKMY', 'KOCRD', 'SANKS', 'HOYSD', 'BEUC1']","['1073531', '110932', '165301', '1707', '1716', '1742993', '1743', '1763', '1817', '1827', '1835', '1839', '1854', '1865', '1866885', '1873', '1883', '1912216', '196082', '2019', '2044', '2060', '2071', '228398', '28048', '33981', '53357', '53460', '57493', '60919', '697025', '84756']"
2411,"['MYCSD_F5YX65' 'LENAE_A0A0F0GWG2' 'SALTO_A4X3N8' 'CORFL_A0A1L7CN57'
 'GLUAR_E1W088' 'MYCTU_O07428' 'AMYME_A0A076MW00' 'NOCCG_H6R9J8'
 'KRIFD_D2PVZ2' 'RHOHA_E9T5C0' 'PSETH_A0A1M6NAN9' 'FRASN_A8L595'
 'ACTTI_A0A561WI46' 'MYCVN_A0A5S9QZ19' 'MICM1_F4F9N5' 'STRAD_A0A5J6HGJ4'
 'NOCSI_A0A0A1DR50' 'GORB4_D0L4X4' 'TSUPD_D5UTM9' 'KITGR_A0A0D0PN72'
 'SACES_K0JSS2' 'STRJI_A0A1H7M487' 'SEGRD_D6ZEB8' 'MICPN_F5XGQ8'
 'BLASD_H6RTD5' 'ACTMD_C6WNT9' 'NAKMY_C8XIU5' 'ILUCY_A0A6C7E7M7'
 'HOYSD_F6EQR7' 'THEFY_Q47TT2']","['MYCSD', 'LENAE', 'SALTO', 'CORFL', 'GLUAR', 'MYCTU', 'AMYME', 'NOCCG', 'KRIFD', 'RHOHA', 'PSETH', 'FRASN', 'ACTTI', 'MYCVN', 'MICM1', 'STRAD', 'NOCSI', 'GORB4', 'TSUPD', 'KITGR', 'SACES', 'STRJI', 'SEGRD', 'MICPN', 'BLASD', 'ACTMD', 'NAKMY', 'ILUCY', 'HOYSD', 'THEFY']","['1073531', '165301', '168694', '1716', '1742989', '1763', '1813', '1817', '182639', '1827', '1847', '1854', '1865', '1866885', '1873', '1883', '2044', '2053', '2060', '2063', '2071', '228398', '286801', '29404', '38501', '40566', '53460', '682522', '697025', '83677']"
2412,"['MYCSD_F5YU76' 'LEIXX_Q6AF35' 'MICLC_C5CBQ2' 'RARFA_A0A542ZVV2'
 'THEBD_D6Y1T6' 'CLAMS_B0REI3' 'CELCE_A0A1X7DQT1' 'RENSM_A9WT39'
 'ARTS2_A0JWQ7' 'BIFBI_I3WI31' 'SALTO_A4X9F9' 'BRELN_A0A0B9A411'
 'CELGA_F8A5K7' 'CORA7_C3PG47' 'GLUAR_E1VWV4' 'PAEAT_A1R6H9'
 'PSEPM_F0MBN9' 'PROFC_D7GGS8' 'MYCAS_A0A1A3MVQ5' 'AMYMS_G0FHW6'
 'NOCFA_Q5YTS0' 'KRIFD_D2Q4L9' 'RHOHA_E9T5V8' 'NOCSJ_A1SJR0'
 'PSEAH_A0A1Y2MVA8' 'FRACC_Q2JDI6' 'GEOOG_D2SF56' 'XYLCX_D1BS95'
 'ACTTI_A0A561WJH2' 'MYCFA_A0A1X1QVP2' 'MICS3_C4RKE6' 'STRR3_A0A0F2T9H3'
 'CUTAC_W4UJV6' 'CONWI_D3F4W1' 'THEAL_A0A1H6FSE5' 'SCAIO_W5IJN8'
 'PARDN_E6JYD2' 'STRRD_D2AV96' 'NOCAA_J7LGS6' 'STRHI_A0A1M4Y299'
 'THECD_D1A1U2' 'KIBAR_A0A1Y5XY85' 'TROWT_Q83GF7' 'NOCSI_A0A0A1DQD8'
 'MOBCV_D6ZH26' 'GORPV_H6N1J6' 'TSUPD_D5URS1' 'KITSK_E4MZZ6'
 'SACES_K0KA33' 'STRJI_A0A1H7L5R6' 'ISOV2_F6FUC9' 'GARVA_I4M839'
 'ACIC1_A0LTY9' 'ARCHD_D7BNV7' 'STANL_D3Q4S5' 'SEGRD_D6ZBX7'
 'MICPN_F5XQE1' 'ROTMD_D2NTE9' 'MICTS_E8NGV6' 'KINRD_A6WC47'
 'BLASD_H6RQC8' 'ACTMD_C6W8G0' 'RUBXD_Q1AZZ8' 'JONDD_C7R463'
 'INTC7_E6S9L1' 'KOCRD_B2GH93' 'SANKS_D1BHJ8' 'ILUCY_A0A6C7EAA2'
 'THEFY_Q47ND4' 'BEUC1_C5BV26']","['MYCSD', 'LEIXX', 'MICLC', 'RARFA', 'THEBD', 'CLAMS', 'CELCE', 'RENSM', 'ARTS2', 'BIFBI', 'SALTO', 'BRELN', 'CELGA', 'CORA7', 'GLUAR', 'PAEAT', 'PSEPM', 'PROFC', 'MYCAS', 'AMYMS', 'NOCFA', 'KRIFD', 'RHOHA', 'NOCSJ', 'PSEAH', 'FRACC', 'GEOOG', 'XYLCX', 'ACTTI', 'MYCFA', 'MICS3', 'STRR3', 'CUTAC', 'CONWI', 'THEAL', 'SCAIO', 'PARDN', 'STRRD', 'NOCAA', 'STRHI', 'THECD', 'KIBAR', 'TROWT', 'NOCSI', 'MOBCV', 'GORPV', 'TSUPD', 'KITSK', 'SACES', 'STRJI', 'ISOV2', 'GARVA', 'ACIC1', 'ARCHD', 'STANL', 'SEGRD', 'MICPN', 'ROTMD', 'MICTS', 'KINRD', 'BLASD', 'ACTMD', 'RUBXD', 'JONDD', 'INTC7', 'KOCRD', 'SANKS', 'ILUCY', 'THEFY', 'BEUC1']","['1073531', '110932', '1269', '13242', '147067', '1573', '157920', '1645', '1663', '1678', '168694', '1696', '1707', '1716', '1742989', '1742992', '1742993', '1743', '1763', '1813', '1817', '182639', '1827', '1839', '1847', '1854', '1860', '186188', '1865', '1866885', '1873', '1883', '1912216', '191494', '192992', '196081', '196082', '2000', '2013', '2016', '2019', '2029', '2038', '2044', '2050', '2053', '2060', '2063', '2071', '228398', '254250', '2701', '28048', '28263', '283810', '286801', '29404', '32207', '33882', '33981', '38501', '40566', '42255', '43673', '53357', '57493', '60919', '682522', '83677', '84756']"
2413,"['MYCSD_F5YWA0' 'LEIAQ_U2T6L9' 'MICLC_DNAA' 'RARFA_A0A542ZPF8'
 'OLSUV_E1QXL4' 'THEBD_D6Y203' 'CLAMS_DNAA' 'CELCE_A0A1X7EZA7'
 'RENSM_A9WR29' 'LENAE_A0A0F0GYL5' 'ARTS2_A0JQT2' 'BIFAA_A0ZZ99'
 'SALTO_A4X0T6' 'BRELN_A0A0B9ANS1' 'CELFN_D5UF34' 'CORRG_F8E088'
 'GLUAR_E1VRJ7' 'PAEAT_A1R0S2' 'PSEPM_F0M4M8' 'PROFC_D7GHC9'
 'MYCKA_X7YD19' 'AMYMS_G0G4F5' 'NOCFA_DNAA' 'KRIFD_D2PQE5' 'RHOJR_DNAA'
 'SACSN_A0A2N3XS99' 'NOCSJ_A1SCL6' 'PSEAH_A0A1Y2MPZ3' 'SACVD_C7MRN3'
 'FRASN_A8LB16' 'GEOOG_D2SFL6' 'XYLCX_D1BTA0' 'ACTUT_A0A0A6UMR8'
 'MYCCU_A0A0J6VVE1' 'MICEC_A0A1C4W8V9' 'STRC0_A0A2D3UAW0' 'ACIA4_K7RJ21'
 'CUTAK_DNAA' 'THEAL_A0A1H6FMU0' 'SCAIO_W5IHG9' 'PARDN_E6JYF5'
 'STRRD_D2AVU4' 'NOCAA_J7L7J3' 'STRHI_A0A1M4V3U4' 'THECD_D1ADA0'
 'KIBAR_A0A1W2DF17' 'TROWT_DNAA' 'NOCSI_A0A0A1DQH8' 'MOBCV_D6ZJW0'
 'GORPV_H6N288' 'TSUPD_D5UPA3' 'KITSK_E4MZE1' 'SACSY_A0A5Q0GRC8'
 'STRJI_A0A1H7JCZ4' 'ISOV2_F6FQ66' 'GARVA_I4MB08' 'ACIC1_A0LQR7'
 'ARCHD_D7BLH0' 'STANL_D3PTW6' 'SEGRD_D6Z9G7' 'MICPN_F5XGA8'
 'ROTMD_D2NQA7' 'CORGP_F2N6T4' 'MICTS_E8N936' 'KINRD_DNAA' 'BLASD_H6RJ95'
 'ACTMD_C6WCF4' 'CATAD_C7QFL7' 'BRAFD_C7MEK7' 'JONDD_C7R4Q7'
 'INTC7_E6SDW0' 'NAKMY_C8XHU8' 'KOCRD_B2GI27' 'SANKS_D1BI06'
 'HOYSD_F6EQR8' 'SLAES_D0WHH3' 'BEUC1_C5BUP3']","['MYCSD', 'LEIAQ', 'MICLC', 'RARFA', 'OLSUV', 'THEBD', 'CLAMS', 'CELCE', 'RENSM', 'LENAE', 'ARTS2', 'BIFAA', 'SALTO', 'BRELN', 'CELFN', 'CORRG', 'GLUAR', 'PAEAT', 'PSEPM', 'PROFC', 'MYCKA', 'AMYMS', 'NOCFA', 'KRIFD', 'RHOJR', 'SACSN', 'NOCSJ', 'PSEAH', 'SACVD', 'FRASN', 'GEOOG', 'XYLCX', 'ACTUT', 'MYCCU', 'MICEC', 'STRC0', 'ACIA4', 'CUTAK', 'THEAL', 'SCAIO', 'PARDN', 'STRRD', 'NOCAA', 'STRHI', 'THECD', 'KIBAR', 'TROWT', 'NOCSI', 'MOBCV', 'GORPV', 'TSUPD', 'KITSK', 'SACSY', 'STRJI', 'ISOV2', 'GARVA', 'ACIC1', 'ARCHD', 'STANL', 'SEGRD', 'MICPN', 'ROTMD', 'CORGP', 'MICTS', 'KINRD', 'BLASD', 'ACTMD', 'CATAD', 'BRAFD', 'JONDD', 'INTC7', 'NAKMY', 'KOCRD', 'SANKS', 'HOYSD', 'SLAES', 'BEUC1']","['1073531', '110932', '1269', '13242', '133925', '147067', '1573', '157920', '1645', '165301', '1663', '1678', '168694', '1696', '1707', '1716', '1742989', '1742992', '1742993', '1743', '1763', '1813', '1817', '182639', '1827', '1835', '1839', '1847', '1851', '1854', '1860', '186188', '1865', '1866885', '1873', '1883', '1912215', '1912216', '192992', '196081', '196082', '2000', '2013', '2016', '2019', '2029', '2038', '2044', '2050', '2053', '2060', '2063', '2071', '228398', '254250', '2701', '28048', '28263', '283810', '286801', '29404', '32207', '33870', '33882', '33981', '38501', '40566', '414878', '43668', '43673', '53357', '53460', '57493', '60919', '697025', '84108', '84756']"
2414,"['RENSM_A9WLY7' 'ARTGO_H0QLF5' 'CORK4_C4LHW9' 'PAEAT_A1R387'
 'PSEPM_F0M1M8' 'MYCKA_X7Y8Y4' 'NOCFA_Q5Z1B4' 'KRIFD_D2Q0C4'
 'RHOSX_A0A0D8HR62' 'PSETH_A0A1M7A5L8' 'FRASN_A8L3G0' 'ACTTI_A0A561VQG9'
 'MYCFO_A0A0N9Y430' 'MICAI_D9SY38' 'STRE2_D6X932' 'CUTAK_Q6A9S9'
 'NOCSI_A0A0A1DKT3' 'GORPV_H6MXV7' 'KITGR_A0A0D0N701' 'STRJI_A0A1H7UDU0'
 'SEGRD_D6ZA08' 'MICPN_F5XRV2' 'ACTMD_C6WRC7' 'INTC7_E6SEA6'
 'SLAHD_C7N531']","['RENSM', 'ARTGO', 'CORK4', 'PAEAT', 'PSEPM', 'MYCKA', 'NOCFA', 'KRIFD', 'RHOSX', 'PSETH', 'FRASN', 'ACTTI', 'MYCFO', 'MICAI', 'STRE2', 'CUTAK', 'NOCSI', 'GORPV', 'KITGR', 'STRJI', 'SEGRD', 'MICPN', 'ACTMD', 'INTC7', 'SLAHD']","['1645', '1663', '1716', '1742992', '1742993', '1763', '1817', '182639', '1827', '1847', '1854', '1865', '1866885', '1873', '1883', '1912216', '2044', '2053', '2063', '228398', '286801', '29404', '40566', '53357', '84108']"
